Company,Date,Close Price,Percentage Change
474.47,2020-02-03,366.77,6.28%
474.47,2020-01-20,353.16,3.97%
474.47,2020-01-06,329.05,0.97%
474.47,2019-12-23,329.09,-2.32%
474.47,2019-12-09,298.5,-2.88%
474.47,2019-11-25,314.66,1.35%
121.53,2023-11-20,121.53,0.75%
121.53,2023-11-06,118.59,5.65%
121.53,2023-10-23,96.43,-5.28%
121.53,2023-10-09,105.09,-2.00%
121.53,2023-09-25,102.82,6.88%
121.53,2023-09-11,101.49,-4.34%
121.53,2023-08-28,109.45,7.04%
121.53,2023-08-14,105.45,-1.97%
121.53,2023-07-31,115.82,2.53%
121.53,2023-07-17,110.95,-4.30%
121.53,2023-07-03,113.17,-0.65%
121.53,2023-06-19,110.01,-8.39%
121.53,2023-06-05,124.92,5.99%
121.53,2023-05-22,127.03,20.04%
121.53,2023-05-08,95.26,6.03%
121.53,2023-04-24,89.37,1.06%
121.53,2023-04-10,91.75,-0.78%
121.53,2023-03-27,98.01,0.06%
121.53,2023-03-13,97.84,18.35%
121.53,2023-02-27,81.52,4.39%
121.53,2023-02-13,78.5,-3.66%
121.53,2023-01-30,86.09,14.18%
121.53,2023-01-16,70.07,-1.31%
121.53,2023-01-02,63.96,-1.25%
121.53,2022-12-19,64.52,-1.36%
121.53,2022-12-05,68.59,-8.52%
121.53,2022-11-21,75.14,2.13%
121.53,2022-11-07,72.37,16.37%
121.53,2022-10-24,62.01,5.42%
121.53,2022-10-10,55.94,-4.28%
121.53,2022-09-26,63.36,-6.77%
121.53,2022-09-12,76.51,-10.46%
121.53,2022-08-29,80.24,-12.00%
121.53,2022-08-15,95.95,-4.84%
121.53,2022-08-01,102.31,8.30%
121.53,2022-07-18,88.1,8.62%
121.53,2022-07-04,79.35,7.71%
121.53,2022-06-20,87.08,6.75%
121.53,2022-06-06,94.82,-10.80%
121.53,2022-05-23,102.26,9.37%
121.53,2022-05-09,95.12,-0.23%
121.53,2022-04-25,85.52,-2.97%
121.53,2022-04-11,93.06,-7.86%
121.53,2022-03-28,108.19,-9.59%
121.53,2022-03-14,113.46,8.79%
121.53,2022-02-28,108.41,-10.45%
121.53,2022-02-14,113.83,0.57%
121.53,2022-01-31,123.6,17.45%
121.53,2022-01-17,118.81,-13.20%
121.53,2022-01-03,132.0,-8.27%
121.53,2021-12-20,146.14,6.09%
121.53,2021-12-06,138.55,-3.79%
121.53,2021-11-22,154.81,-0.39%
121.53,2021-11-08,147.89,8.47%
121.53,2021-10-25,120.23,0.34%
121.53,2021-10-11,112.12,6.72%
121.53,2021-09-27,102.45,-3.17%
121.53,2021-09-13,103.88,-1.25%
121.53,2021-08-30,109.92,-1.33%
121.53,2021-08-16,104.65,-5.34%
121.53,2021-08-02,110.11,3.69%
121.53,2021-07-19,92.15,7.29%
121.53,2021-07-05,90.9,-4.01%
121.53,2021-06-21,85.62,1.15%
121.53,2021-06-07,81.31,-0.33%
121.53,2021-05-24,80.08,3.77%
121.53,2021-05-10,74.59,-5.35%
121.53,2021-04-26,81.62,-1.38%
121.53,2021-04-12,82.15,-0.74%
121.53,2021-03-29,81.09,4.75%
121.53,2021-03-15,79.06,-2.46%
121.53,2021-03-01,78.52,-7.09%
121.53,2021-02-15,89.58,-4.47%
121.53,2021-02-01,87.9,2.64%
121.53,2021-01-18,92.79,5.19%
121.53,2021-01-04,94.58,3.13%
121.53,2020-12-21,91.81,-4.28%
121.53,2020-12-07,91.65,-2.54%
121.53,2020-11-23,87.19,3.01%
121.53,2020-11-09,81.43,-5.18%
121.53,2020-10-26,75.29,-8.14%
121.53,2020-10-12,83.17,0.08%
121.53,2020-09-28,81.8,4.79%
121.53,2020-09-14,74.93,-1.85%
121.53,2020-08-31,82.01,-4.14%
121.53,2020-08-17,83.81,3.09%
121.53,2020-08-03,84.85,9.58%
121.53,2020-07-20,69.4,26.09%
121.53,2020-07-06,55.88,6.76%
121.53,2020-06-22,50.1,-7.62%
121.53,2020-06-08,53.5,0.75%
121.53,2020-05-25,53.8,-2.48%
121.53,2020-05-11,54.2,1.90%
121.53,2020-04-27,49.88,-11.21%
121.53,2020-04-13,56.6,16.99%
121.53,2020-03-30,42.59,-8.57%
121.53,2020-03-16,39.61,-9.77%
121.53,2020-03-02,48.59,6.84%
121.53,2020-02-17,53.28,-3.67%
121.53,2020-02-03,49.73,5.81%
121.53,2020-01-20,50.35,-1.14%
121.53,2020-01-06,48.17,-0.88%
121.53,2019-12-23,46.18,4.60%
121.53,2019-12-09,41.15,3.84%
121.53,2019-11-25,39.15,0.00%
44.74,2023-11-20,44.74,2.12%
44.74,2023-11-06,38.73,1.89%
44.74,2023-10-23,35.42,1.78%
44.74,2023-10-09,35.85,-0.61%
44.74,2023-09-25,35.43,4.01%
44.74,2023-09-11,37.76,-0.34%
44.74,2023-08-28,36.49,10.11%
44.74,2023-08-14,32.64,-6.13%
44.74,2023-07-31,34.9,-4.59%
44.74,2023-07-17,33.79,2.62%
44.74,2023-07-03,31.63,-4.75%
44.74,2023-06-19,32.77,-9.27%
44.74,2023-06-05,31.13,0.10%
44.74,2023-05-22,28.8,-3.11%
44.74,2023-05-08,28.75,-6.20%
44.74,2023-04-24,30.72,2.51%
44.74,2023-04-10,31.54,-2.80%
44.74,2023-03-27,32.31,11.27%
44.74,2023-03-13,29.49,9.52%
44.74,2023-02-27,26.11,5.01%
44.74,2023-02-13,27.31,0.53%
44.74,2023-01-30,29.63,7.67%
44.74,2023-01-16,28.55,-2.96%
44.74,2023-01-02,28.07,8.70%
44.74,2022-12-19,25.49,-3.08%
44.74,2022-12-05,27.6,-3.98%
44.74,2022-11-21,28.67,-1.77%
44.74,2022-11-07,29.74,9.37%
44.74,2022-10-24,28.03,7.79%
44.74,2022-10-10,24.98,0.74%
44.74,2022-09-26,24.85,-6.36%
44.74,2022-09-12,28.19,-7.06%
44.74,2022-08-29,30.1,-6.41%
44.74,2022-08-15,34.11,-2.02%
44.74,2022-08-01,33.78,-2.53%
44.74,2022-07-18,37.42,1.50%
44.74,2022-07-04,36.26,4.54%
44.74,2022-06-20,36.85,4.44%
44.74,2022-06-06,37.4,-9.70%
44.74,2022-05-23,42.52,6.96%
44.74,2022-05-09,41.62,-0.80%
44.74,2022-04-25,41.28,-6.34%
44.74,2022-04-11,43.25,-2.87%
44.74,2022-03-28,45.56,-7.18%
44.74,2022-03-14,44.94,3.53%
44.74,2022-02-28,45.52,0.75%
44.74,2022-02-14,42.66,-5.44%
44.74,2022-01-31,45.12,0.59%
44.74,2022-01-17,48.91,-6.57%
44.74,2022-01-03,50.23,3.77%
44.74,2021-12-20,48.23,1.36%
44.74,2021-12-06,47.55,2.72%
44.74,2021-11-22,45.85,-1.49%
44.74,2021-11-08,47.29,-0.51%
44.74,2021-10-25,45.74,-0.93%
44.74,2021-10-11,50.83,1.21%
44.74,2021-09-27,50.27,-0.66%
44.74,2021-09-13,50.65,0.78%
44.74,2021-08-30,49.95,-0.71%
44.74,2021-08-16,48.55,-2.77%
44.74,2021-08-02,50.0,0.37%
44.74,2021-07-19,49.15,-3.58%
44.74,2021-07-05,51.92,-1.36%
44.74,2021-06-21,51.85,0.43%
44.74,2021-06-07,53.65,0.84%
44.74,2021-05-24,52.97,1.85%
44.74,2021-05-10,51.33,-3.43%
44.74,2021-04-26,53.03,-2.89%
44.74,2021-04-12,59.68,-5.14%
44.74,2021-03-29,59.5,-0.49%
44.74,2021-03-15,58.77,1.37%
44.74,2021-03-01,55.98,-0.07%
44.74,2021-02-15,58.08,1.94%
44.74,2021-02-01,53.3,4.81%
44.74,2021-01-18,51.91,-1.60%
44.74,2021-01-04,47.32,3.67%
44.74,2020-12-21,43.12,-0.82%
44.74,2020-12-07,45.56,-4.35%
44.74,2020-11-23,43.47,4.54%
44.74,2020-11-09,41.65,0.88%
44.74,2020-10-26,40.27,-8.13%
44.74,2020-10-12,49.26,2.54%
44.74,2020-09-28,46.39,2.14%
44.74,2020-09-14,45.38,1.24%
44.74,2020-08-31,45.55,-0.69%
44.74,2020-08-17,44.82,0.80%
44.74,2020-08-03,43.39,0.63%
44.74,2020-07-20,45.7,-15.68%
44.74,2020-07-06,53.78,0.68%
44.74,2020-06-22,51.94,-3.56%
44.74,2020-06-08,53.6,-7.79%
44.74,2020-05-25,56.85,1.08%
44.74,2020-05-11,52.65,-1.78%
44.74,2020-04-27,51.63,-3.02%
44.74,2020-04-13,54.22,5.64%
44.74,2020-03-30,48.63,3.36%
44.74,2020-03-16,41.17,-15.80%
44.74,2020-03-02,50.1,0.45%
44.74,2020-02-17,57.8,-4.36%
44.74,2020-02-03,59.02,3.27%
44.74,2020-01-20,61.21,14.88%
44.74,2020-01-06,52.69,-1.93%
44.74,2019-12-23,53.71,1.92%
44.74,2019-12-09,51.66,1.73%
44.74,2019-11-25,51.89,0.76%
95.03,2023-11-20,95.03,0.93%
95.03,2023-11-06,88.27,3.76%
95.03,2023-10-23,79.33,-4.02%
95.03,2023-10-09,84.35,1.70%
95.03,2023-09-25,81.05,-0.25%
95.03,2023-09-11,85.58,4.90%
95.03,2023-08-28,81.64,-2.06%
95.03,2023-08-14,85.96,-3.44%
95.03,2023-07-31,86.3,0.20%
95.03,2023-07-17,87.18,-1.62%
95.03,2023-07-03,88.64,-0.72%
95.03,2023-06-19,88.1,-3.53%
95.03,2023-06-05,91.93,1.28%
95.03,2023-05-22,88.29,-3.35%
95.03,2023-05-08,91.99,-8.49%
95.03,2023-04-24,102.5,2.94%
95.03,2023-04-10,99.9,-0.07%
95.03,2023-03-27,100.13,6.43%
95.03,2023-03-13,93.2,-0.40%
95.03,2023-02-27,101.14,0.84%
95.03,2023-02-13,105.22,-2.63%
95.03,2023-01-30,110.71,1.07%
95.03,2023-01-16,103.48,4.10%
95.03,2023-01-02,93.92,8.10%
95.03,2022-12-19,88.01,-2.30%
95.03,2022-12-05,93.38,-6.08%
95.03,2022-11-21,98.87,7.70%
95.03,2022-11-07,95.01,-4.59%
95.03,2022-10-24,105.95,3.83%
95.03,2022-10-10,94.45,-2.79%
95.03,2022-09-26,94.33,-5.20%
95.03,2022-09-12,108.25,-6.02%
95.03,2022-08-29,111.2,-2.52%
95.03,2022-08-15,120.14,-1.18%
95.03,2022-08-01,106.63,0.50%
95.03,2022-07-18,102.72,7.90%
95.03,2022-07-04,95.86,-0.29%
95.03,2022-06-20,97.78,3.65%
95.03,2022-06-06,99.4,-8.53%
95.03,2022-05-23,109.32,6.74%
95.03,2022-05-09,107.33,-2.68%
95.03,2022-04-25,111.63,-5.61%
95.03,2022-04-11,130.47,-1.06%
95.03,2022-03-28,137.0,-1.54%
95.03,2022-03-14,140.3,6.49%
95.03,2022-02-28,140.72,-5.89%
95.03,2022-02-14,151.36,1.26%
95.03,2022-01-31,142.02,2.45%
95.03,2022-01-17,137.38,-9.58%
95.03,2022-01-03,157.83,1.90%
95.03,2021-12-20,153.63,3.27%
95.03,2021-12-06,152.71,4.44%
95.03,2021-11-22,148.11,-3.82%
95.03,2021-11-08,159.63,-9.11%
95.03,2021-10-25,169.07,-0.21%
95.03,2021-10-11,176.46,-0.16%
95.03,2021-09-27,176.01,0.01%
95.03,2021-09-13,183.47,-0.35%
95.03,2021-08-30,181.0,0.48%
95.03,2021-08-16,175.12,-3.29%
95.03,2021-08-02,177.13,0.63%
95.03,2021-07-19,176.14,-1.77%
95.03,2021-07-05,177.04,-0.04%
95.03,2021-06-21,178.35,3.44%
95.03,2021-06-07,177.38,0.11%
95.03,2021-05-24,178.65,3.63%
95.03,2021-05-10,173.7,-6.03%
95.03,2021-04-26,186.02,1.64%
95.03,2021-04-12,187.26,-0.34%
95.03,2021-03-29,188.97,1.64%
95.03,2021-03-15,191.14,-3.05%
95.03,2021-03-01,189.99,0.50%
95.03,2021-02-15,183.65,-2.14%
95.03,2021-02-01,181.16,7.72%
95.03,2021-01-18,172.78,0.78%
95.03,2021-01-04,178.69,-1.37%
95.03,2020-12-21,173.73,0.49%
95.03,2020-12-07,175.72,14.00%
95.03,2020-11-23,147.13,4.30%
95.03,2020-11-09,138.36,8.55%
95.03,2020-10-26,121.25,-5.53%
95.03,2020-10-12,126.81,1.46%
95.03,2020-09-28,122.55,-1.17%
95.03,2020-09-14,128.63,-2.37%
95.03,2020-08-31,131.99,-2.62%
95.03,2020-08-17,127.44,-2.37%
95.03,2020-08-03,129.93,11.11%
95.03,2020-07-20,117.61,-0.88%
95.03,2020-07-06,119.34,6.38%
95.03,2020-06-22,109.1,-4.59%
95.03,2020-06-08,115.49,-7.47%
95.03,2020-05-25,117.3,-0.61%
95.03,2020-05-11,109.05,-0.10%
95.03,2020-04-27,105.5,4.26%
95.03,2020-04-13,106.63,2.04%
95.03,2020-03-30,93.88,-2.61%
95.03,2020-03-16,85.98,-16.13%
95.03,2020-03-02,115.27,-2.02%
95.03,2020-02-17,138.97,-0.41%
95.03,2020-02-03,141.02,1.96%
95.03,2020-01-20,140.08,-2.94%
95.03,2020-01-06,144.62,-1.28%
95.03,2019-12-23,145.75,-0.77%
95.03,2019-12-09,145.51,-0.87%
95.03,2019-11-25,150.68,2.22%
106.32,2023-11-20,106.32,0.34%
106.32,2023-11-06,106.11,-0.89%
106.32,2023-10-23,97.98,-4.57%
106.32,2023-10-09,99.91,2.88%
106.32,2023-09-25,95.62,5.25%
106.32,2023-09-11,96.26,-1.44%
106.32,2023-08-28,102.02,3.56%
106.32,2023-08-14,104.46,-3.03%
106.32,2023-07-31,108.45,0.17%
106.32,2023-07-17,108.7,1.03%
106.32,2023-07-03,104.11,-5.35%
106.32,2023-06-19,109.15,-3.58%
106.32,2023-06-05,105.51,-1.46%
106.32,2023-05-22,106.8,-6.32%
106.32,2023-05-08,119.42,-5.04%
106.32,2023-04-24,125.88,0.95%
106.32,2023-04-10,125.12,4.77%
106.32,2023-03-27,121.83,1.60%
106.32,2023-03-13,119.59,2.47%
106.32,2023-02-27,119.8,2.46%
106.32,2023-02-13,123.66,2.14%
106.32,2023-01-30,126.41,0.06%
106.32,2023-01-16,125.43,-1.73%
106.32,2023-01-02,123.35,6.43%
106.32,2022-12-19,115.15,9.72%
106.32,2022-12-05,108.39,-2.18%
106.32,2022-11-21,104.64,0.51%
106.32,2022-11-07,104.77,10.75%
106.32,2022-10-24,92.66,6.02%
106.32,2022-10-10,86.46,0.45%
106.32,2022-09-26,82.08,-14.33%
106.32,2022-09-12,102.82,-6.17%
106.32,2022-08-29,104.12,-2.35%
106.32,2022-08-15,111.43,-2.51%
106.32,2022-08-01,112.13,-0.91%
106.32,2022-07-18,107.45,4.22%
106.32,2022-07-04,106.28,6.67%
106.32,2022-06-20,111.18,5.19%
106.32,2022-06-06,112.97,-4.91%
106.32,2022-05-23,113.93,7.40%
106.32,2022-05-09,111.01,-1.29%
106.32,2022-04-25,122.49,-3.39%
106.32,2022-04-11,131.09,4.14%
106.32,2022-03-28,131.15,-0.13%
106.32,2022-03-14,128.91,7.02%
106.32,2022-02-28,128.56,-5.49%
106.32,2022-02-14,140.1,1.98%
106.32,2022-01-31,142.49,-0.36%
106.32,2022-01-17,140.1,-3.53%
106.32,2022-01-03,153.84,-5.82%
106.32,2021-12-20,162.36,2.67%
106.32,2021-12-06,165.68,-0.51%
106.32,2021-11-22,164.37,-3.92%
106.32,2021-11-08,165.42,-4.74%
106.32,2021-10-25,163.66,2.33%
106.32,2021-10-11,154.58,3.63%
106.32,2021-09-27,143.87,-1.69%
106.32,2021-09-13,153.02,-4.38%
106.32,2021-08-30,159.74,-2.40%
106.32,2021-08-16,163.87,-2.27%
106.32,2021-08-02,168.77,3.16%
106.32,2021-07-19,162.48,4.07%
106.32,2021-07-05,157.24,0.79%
106.32,2021-06-21,150.75,20.20%
106.32,2021-06-07,128.86,-1.35%
106.32,2021-05-24,133.01,2.86%
106.32,2021-05-10,132.49,-1.36%
106.32,2021-04-26,129.26,1.87%
106.32,2021-04-12,130.91,-0.84%
106.32,2021-03-29,129.18,-0.35%
106.32,2021-03-15,134.01,-2.11%
106.32,2021-03-01,129.98,-0.86%
106.32,2021-02-15,138.15,-0.07%
106.32,2021-02-01,141.15,8.62%
106.32,2021-01-18,135.55,-0.97%
106.32,2021-01-04,142.36,3.45%
106.32,2020-12-21,137.74,3.15%
106.32,2020-12-07,133.66,0.36%
106.32,2020-11-23,130.33,0.96%
106.32,2020-11-09,124.53,-0.48%
106.32,2020-10-26,116.57,-7.62%
106.32,2020-10-12,124.26,-2.28%
106.32,2020-09-28,122.94,1.94%
106.32,2020-09-14,111.31,-2.83%
106.32,2020-08-31,109.11,0.32%
106.32,2020-08-17,106.31,3.12%
106.32,2020-08-03,98.66,4.35%
106.32,2020-07-20,95.34,2.23%
106.32,2020-07-06,94.92,-0.45%
106.32,2020-06-22,90.73,-2.20%
106.32,2020-06-08,93.4,-6.11%
106.32,2020-05-25,95.25,5.15%
106.32,2020-05-11,84.05,-3.84%
106.32,2020-04-27,82.65,-3.20%
106.32,2020-04-13,86.87,3.59%
106.32,2020-03-30,76.2,-5.25%
106.32,2020-03-16,65.17,-10.76%
106.32,2020-03-02,85.37,-0.87%
106.32,2020-02-17,96.59,-3.18%
106.32,2020-02-03,95.81,3.26%
106.32,2020-01-20,98.31,-2.39%
106.32,2020-01-06,97.22,-1.00%
106.32,2019-12-23,97.87,1.61%
106.32,2019-12-09,94.2,0.79%
106.32,2019-11-25,89.85,0.16%
250.45,2023-11-20,250.45,-1.04%
250.45,2023-11-06,239.68,-0.44%
250.45,2023-10-23,238.56,-3.78%
250.45,2023-10-09,266.56,0.71%
250.45,2023-09-25,271.6,-0.02%
250.45,2023-09-11,277.71,-1.11%
250.45,2023-08-28,284.78,5.02%
250.45,2023-08-14,272.39,-4.00%
250.45,2023-07-31,275.02,6.15%
250.45,2023-07-17,255.06,0.79%
250.45,2023-07-03,242.72,-0.35%
250.45,2023-06-19,232.09,-4.42%
250.45,2023-06-05,232.67,3.71%
250.45,2023-05-22,209.67,-1.39%
250.45,2023-05-08,207.44,-2.58%
250.45,2023-04-24,216.6,-0.13%
250.45,2023-04-10,220.24,6.94%
250.45,2023-03-27,225.32,5.45%
250.45,2023-03-13,211.7,-5.29%
250.45,2023-02-27,251.38,8.10%
250.45,2023-02-13,243.98,0.05%
250.45,2023-01-30,243.95,-6.34%
250.45,2023-01-16,244.7,-3.39%
250.45,2023-01-02,243.87,3.88%
250.45,2022-12-19,235.06,3.07%
250.45,2022-12-05,222.73,-3.74%
250.45,2022-11-21,230.97,1.85%
250.45,2022-11-07,231.75,3.79%
250.45,2022-10-24,214.94,16.08%
250.45,2022-10-10,173.45,0.36%
250.45,2022-09-26,159.72,-0.10%
250.45,2022-09-12,174.7,-5.29%
250.45,2022-08-29,176.02,-5.78%
250.45,2022-08-15,190.4,-0.63%
250.45,2022-08-01,180.46,-6.49%
250.45,2022-07-18,172.67,3.02%
250.45,2022-07-04,173.13,0.45%
250.45,2022-06-20,179.31,-3.71%
250.45,2022-06-06,208.01,-3.46%
250.45,2022-05-23,209.91,9.77%
250.45,2022-05-09,197.52,-4.81%
250.45,2022-04-25,203.53,-2.20%
250.45,2022-04-11,219.17,4.97%
250.45,2022-03-28,211.44,-1.61%
250.45,2022-03-14,212.53,2.83%
250.45,2022-02-28,188.24,4.60%
250.45,2022-02-14,184.67,-4.62%
250.45,2022-01-31,190.89,-1.37%
250.45,2022-01-17,204.98,-6.49%
250.45,2022-01-03,214.65,8.44%
250.45,2021-12-20,197.42,2.40%
250.45,2021-12-06,194.8,2.86%
250.45,2021-11-22,190.27,-0.85%
250.45,2021-11-08,200.36,1.65%
250.45,2021-10-25,195.33,2.24%
250.45,2021-10-11,189.5,1.98%
250.45,2021-09-27,185.04,-1.27%
250.45,2021-09-13,190.2,-2.57%
250.45,2021-08-30,200.31,-1.16%
250.45,2021-08-16,195.14,-6.24%
250.45,2021-08-02,198.39,0.77%
250.45,2021-07-19,198.44,0.76%
250.45,2021-07-05,205.92,-0.16%
250.45,2021-06-21,204.87,3.57%
250.45,2021-06-07,209.02,-9.56%
250.45,2021-05-24,228.33,1.62%
250.45,2021-05-10,229.41,0.51%
250.45,2021-04-26,216.04,-0.42%
250.45,2021-04-12,220.02,1.13%
250.45,2021-03-29,219.43,1.41%
250.45,2021-03-15,212.41,-1.62%
250.45,2021-03-01,207.57,1.98%
250.45,2021-02-15,197.91,6.02%
250.45,2021-02-01,181.97,5.56%
250.45,2021-01-18,180.01,-1.38%
250.45,2021-01-04,182.19,6.72%
250.45,2020-12-21,168.4,-0.77%
250.45,2020-12-07,168.15,-1.60%
250.45,2020-11-23,164.2,1.65%
250.45,2020-11-09,161.04,6.46%
250.45,2020-10-26,147.29,-6.28%
250.45,2020-10-12,157.3,6.17%
250.45,2020-09-28,139.77,2.76%
250.45,2020-09-14,142.05,-0.94%
250.45,2020-08-31,138.13,3.17%
250.45,2020-08-17,129.04,-1.09%
250.45,2020-08-03,125.77,1.54%
250.45,2020-07-20,128.24,1.25%
250.45,2020-07-06,118.44,0.23%
250.45,2020-06-22,113.24,-3.98%
250.45,2020-06-08,113.94,-8.86%
250.45,2020-05-25,111.15,6.81%
250.45,2020-05-11,99.85,-3.74%
250.45,2020-04-27,102.59,-2.77%
250.45,2020-04-13,106.62,-6.98%
250.45,2020-03-30,105.13,8.75%
250.45,2020-03-16,87.55,-4.15%
250.45,2020-03-02,111.31,-2.28%
250.45,2020-02-17,125.79,-0.57%
250.45,2020-02-03,122.27,1.54%
250.45,2020-01-20,128.7,-4.34%
250.45,2020-01-06,133.04,-1.56%
250.45,2019-12-23,135.0,0.48%
250.45,2019-12-09,132.49,1.97%
250.45,2019-11-25,131.76,0.59%
149.57,2023-11-20,149.57,1.07%
149.57,2023-11-06,136.51,-3.32%
149.57,2023-10-23,133.27,-11.27%
149.57,2023-10-09,153.28,0.53%
149.57,2023-09-25,154.07,1.36%
149.57,2023-09-11,158.63,-0.34%
149.57,2023-08-28,166.06,-0.52%
149.57,2023-08-14,169.26,-2.17%
149.57,2023-07-31,177.24,-3.70%
149.57,2023-07-17,183.47,1.10%
149.57,2023-07-03,176.08,0.28%
149.57,2023-06-19,165.83,-5.20%
149.57,2023-06-05,167.0,0.21%
149.57,2023-05-22,168.06,0.37%
149.57,2023-05-08,163.48,-4.12%
149.57,2023-04-24,174.46,-7.89%
149.57,2023-04-10,187.13,2.27%
149.57,2023-03-27,188.21,4.26%
149.57,2023-03-13,181.23,2.89%
149.57,2023-02-27,180.15,3.07%
149.57,2023-02-13,176.2,-1.09%
149.57,2023-01-30,184.33,5.26%
149.57,2023-01-16,171.32,-2.21%
149.57,2023-01-02,172.11,2.94%
149.57,2022-12-19,170.24,-0.67%
149.57,2022-12-05,170.85,-6.20%
149.57,2022-11-21,175.54,1.98%
149.57,2022-11-07,169.79,7.54%
149.57,2022-10-24,159.29,0.98%
149.57,2022-10-10,154.06,1.60%
149.57,2022-09-26,153.92,-1.70%
149.57,2022-09-12,168.38,-11.06%
149.57,2022-08-29,186.8,-1.45%
149.57,2022-08-15,198.6,2.49%
149.57,2022-08-01,186.09,0.96%
149.57,2022-07-18,177.78,2.95%
149.57,2022-07-04,175.34,0.22%
149.57,2022-06-20,173.36,7.15%
149.57,2022-06-06,163.66,-6.71%
149.57,2022-05-23,172.63,6.72%
149.57,2022-05-09,166.95,-1.04%
149.57,2022-04-25,168.77,-3.83%
149.57,2022-04-11,176.31,-1.54%
149.57,2022-03-28,193.77,-4.04%
149.57,2022-03-14,206.09,7.79%
149.57,2022-02-28,197.28,0.21%
149.57,2022-02-14,194.9,-1.93%
149.57,2022-01-31,209.27,13.39%
149.57,2022-01-17,188.0,-2.22%
149.57,2022-01-03,203.1,1.78%
149.57,2021-12-20,197.54,2.71%
149.57,2021-12-06,194.67,4.17%
149.57,2021-11-22,191.12,-1.03%
149.57,2021-11-08,197.49,2.39%
149.57,2021-10-25,197.75,4.74%
149.57,2021-10-11,179.48,5.59%
149.57,2021-09-27,168.13,-3.47%
149.57,2021-09-13,176.04,-1.67%
149.57,2021-08-30,182.81,2.09%
149.57,2021-08-16,178.07,-0.38%
149.57,2021-08-02,177.48,0.65%
149.57,2021-07-19,195.03,0.51%
149.57,2021-07-05,197.13,1.13%
149.57,2021-06-21,189.47,3.96%
149.57,2021-06-07,187.25,-3.53%
149.57,2021-05-24,197.75,1.77%
149.57,2021-05-10,198.44,-0.51%
149.57,2021-04-26,186.96,13.91%
149.57,2021-04-12,164.81,2.14%
149.57,2021-03-29,157.08,1.96%
149.57,2021-03-15,146.09,-5.01%
149.57,2021-03-01,150.77,4.16%
149.57,2021-02-15,146.31,-1.74%
149.57,2021-02-01,149.81,6.05%
149.57,2021-01-18,144.89,0.06%
149.57,2021-01-04,144.35,-5.94%
149.57,2020-12-21,156.92,-1.71%
149.57,2020-12-07,153.47,0.69%
149.57,2020-11-23,153.92,3.13%
149.57,2020-11-09,148.25,-2.39%
149.57,2020-10-26,142.31,-8.60%
149.57,2020-10-12,158.01,-0.14%
149.57,2020-09-28,151.23,0.51%
149.57,2020-09-14,144.62,0.50%
149.57,2020-08-31,145.64,-0.97%
149.57,2020-08-17,143.14,-1.06%
149.57,2020-08-03,141.22,9.90%
149.57,2020-07-20,106.52,-0.17%
149.57,2020-07-06,103.57,0.62%
149.57,2020-06-22,96.6,-0.42%
149.57,2020-06-08,91.34,-4.85%
149.57,2020-05-25,89.75,4.17%
149.57,2020-05-11,81.08,-4.01%
149.57,2020-04-27,81.86,-8.27%
149.57,2020-04-13,91.52,4.11%
149.57,2020-03-30,80.17,-7.71%
149.57,2020-03-16,83.25,-0.82%
149.57,2020-03-02,83.73,4.91%
149.57,2020-02-17,90.79,-2.84%
149.57,2020-02-03,90.95,-0.39%
149.57,2020-01-20,102.89,-1.64%
149.57,2020-01-06,102.2,-0.73%
149.57,2019-12-23,104.9,1.31%
149.57,2019-12-09,104.62,0.93%
149.57,2019-11-25,105.6,0.34%
217.71,2023-11-20,217.71,4.65%
217.71,2023-11-06,196.65,0.82%
217.71,2023-10-23,179.69,-0.19%
217.71,2023-10-09,184.91,-1.32%
217.71,2023-09-25,191.68,-3.05%
217.71,2023-09-11,208.11,-1.50%
217.71,2023-08-28,223.4,0.00%
217.71,2023-08-14,226.65,-3.85%
217.71,2023-07-31,231.36,-3.07%
217.71,2023-07-17,211.8,-0.62%
217.71,2023-07-03,212.1,0.45%
217.71,2023-06-19,205.41,-6.63%
217.71,2023-06-05,217.31,1.87%
217.71,2023-05-22,203.63,-0.91%
217.71,2023-05-08,200.7,1.19%
217.71,2023-04-24,206.78,0.79%
217.71,2023-04-10,201.71,-4.57%
217.71,2023-03-27,212.43,7.54%
217.71,2023-03-13,201.05,-0.99%
217.71,2023-02-27,215.11,8.56%
217.71,2023-02-13,211.66,-0.58%
217.71,2023-01-30,206.01,-2.44%
217.71,2023-01-16,206.76,-3.44%
217.71,2023-01-02,213.0,11.82%
217.71,2022-12-19,189.06,2.36%
217.71,2022-12-05,179.54,-1.82%
217.71,2022-11-21,178.36,2.57%
217.71,2022-11-07,177.49,10.92%
217.71,2022-10-24,143.84,1.78%
217.71,2022-10-10,133.15,2.59%
217.71,2022-09-26,121.08,-7.76%
217.71,2022-09-12,144.29,-8.40%
217.71,2022-08-29,151.82,-7.73%
217.71,2022-08-15,162.92,-4.16%
217.71,2022-08-01,165.04,3.60%
217.71,2022-07-18,158.16,7.05%
217.71,2022-07-04,139.07,-0.55%
217.71,2022-06-20,141.53,3.46%
217.71,2022-06-06,127.0,-8.80%
217.71,2022-05-23,132.23,9.55%
217.71,2022-05-09,127.2,-14.57%
217.71,2022-04-25,148.84,-15.87%
217.71,2022-04-11,181.94,3.85%
217.71,2022-03-28,190.76,0.96%
217.71,2022-03-14,192.83,9.42%
