Company,Date,Close Price,Percentage Change
Mercedes-Benz Group AG | MBG,2023-04-24,65.36,1.98%
Mercedes-Benz Group AG | MBG,2023-04-10,65.2,3.82%
Mercedes-Benz Group AG | MBG,2023-03-27,65.54,1.62%
Mercedes-Benz Group AG | MBG,2023-03-13,64.13,-6.44%
Mercedes-Benz Group AG | MBG,2023-02-27,69.99,5.07%
Mercedes-Benz Group AG | MBG,2023-02-13,69.12,3.72%
Mercedes-Benz Group AG | MBG,2023-01-30,66.67,5.42%
Mercedes-Benz Group AG | MBG,2023-01-16,60.92,-1.86%
Mercedes-Benz Group AG | MBG,2023-01-02,61.54,8.24%
Mercedes-Benz Group AG | MBG,2022-12-19,56.81,-1.10%
Mercedes-Benz Group AG | MBG,2022-12-05,59.99,1.09%
Mercedes-Benz Group AG | MBG,2022-11-21,57.75,0.24%
Mercedes-Benz Group AG | MBG,2022-11-07,59.99,8.45%
Mercedes-Benz Group AG | MBG,2022-10-24,53.89,2.23%
Mercedes-Benz Group AG | MBG,2022-10-10,49.87,2.38%
Mercedes-Benz Group AG | MBG,2022-09-26,48.47,-2.89%
Mercedes-Benz Group AG | MBG,2022-09-12,52.8,1.15%
Mercedes-Benz Group AG | MBG,2022-08-29,53.32,4.69%
Mercedes-Benz Group AG | MBG,2022-08-15,53.79,-4.66%
Mercedes-Benz Group AG | MBG,2022-08-01,54.55,2.95%
Mercedes-Benz Group AG | MBG,2022-07-18,50.64,3.44%
Mercedes-Benz Group AG | MBG,2022-07-04,51.73,1.58%
Mercedes-Benz Group AG | MBG,2022-06-20,54.23,-5.44%
Mercedes-Benz Group AG | MBG,2022-06-06,60.11,-3.55%
Mercedes-Benz Group AG | MBG,2022-05-23,60.37,3.00%
Mercedes-Benz Group AG | MBG,2022-05-09,58.81,12.50%
Mercedes-Benz Group AG | MBG,2022-04-25,57.5,3.66%
Mercedes-Benz Group AG | MBG,2022-04-11,54.26,0.16%
Mercedes-Benz Group AG | MBG,2022-03-28,54.41,0.44%
Mercedes-Benz Group AG | MBG,2022-03-14,53.67,6.90%
Mercedes-Benz Group AG | MBG,2022-02-28,49.7,-19.51%
Mercedes-Benz Group AG | MBG,2022-02-14,64.78,1.54%
Mercedes-Benz Group AG | MBG,2022-01-31,60.13,0.42%
Mercedes-Benz Group AG | MBG,2022-01-17,61.64,-3.82%
Mercedes-Benz Group AG | MBG,2022-01-03,63.04,8.83%
Mercedes-Benz Group AG | MBG,2021-12-20,60.07,1.95%
Mercedes-Benz Group AG | MBG,2021-12-06,63.63,4.25%
Mercedes-Benz Group AG | MBG,2021-11-22,71.27,-7.38%
Mercedes-Benz Group AG | MBG,2021-11-08,75.32,0.34%
Mercedes-Benz Group AG | MBG,2021-10-25,73.48,4.42%
Mercedes-Benz Group AG | MBG,2021-10-11,71.69,3.68%
Mercedes-Benz Group AG | MBG,2021-09-27,66.3,4.16%
Mercedes-Benz Group AG | MBG,2021-09-13,61.15,3.21%
Mercedes-Benz Group AG | MBG,2021-08-30,60.13,-1.46%
Mercedes-Benz Group AG | MBG,2021-08-16,59.89,-7.60%
Mercedes-Benz Group AG | MBG,2021-08-02,65.16,1.00%
Mercedes-Benz Group AG | MBG,2021-07-19,64.5,4.95%
Mercedes-Benz Group AG | MBG,2021-07-05,62.47,-4.38%
Mercedes-Benz Group AG | MBG,2021-06-21,66.65,0.90%
Mercedes-Benz Group AG | MBG,2021-06-07,68.33,0.24%
Mercedes-Benz Group AG | MBG,2021-05-24,65.68,1.47%
Mercedes-Benz Group AG | MBG,2021-05-10,63.37,0.74%
Mercedes-Benz Group AG | MBG,2021-04-26,63.46,0.47%
Mercedes-Benz Group AG | MBG,2021-04-12,66.32,3.31%
Mercedes-Benz Group AG | MBG,2021-03-29,63.42,2.83%
Mercedes-Benz Group AG | MBG,2021-03-15,62.1,4.33%
Mercedes-Benz Group AG | MBG,2021-03-01,59.11,5.99%
Mercedes-Benz Group AG | MBG,2021-02-15,56.58,3.96%
Mercedes-Benz Group AG | MBG,2021-02-01,56.39,15.26%
Mercedes-Benz Group AG | MBG,2021-01-18,49.72,4.99%
Mercedes-Benz Group AG | MBG,2021-01-04,48.56,-0.17%
Mercedes-Benz Group AG | MBG,2020-12-21,49.26,-0.26%
Mercedes-Benz Group AG | MBG,2020-12-07,46.73,-4.64%
Mercedes-Benz Group AG | MBG,2020-11-23,47.64,1.93%
Mercedes-Benz Group AG | MBG,2020-11-09,44.19,8.98%
Mercedes-Benz Group AG | MBG,2020-10-26,37.37,-8.26%
Mercedes-Benz Group AG | MBG,2020-10-12,41.58,2.53%
Mercedes-Benz Group AG | MBG,2020-09-28,39.35,5.81%
Mercedes-Benz Group AG | MBG,2020-09-14,38.28,-2.29%
Mercedes-Benz Group AG | MBG,2020-08-31,36.6,1.40%
Mercedes-Benz Group AG | MBG,2020-08-17,34.63,-2.67%
Mercedes-Benz Group AG | MBG,2020-08-03,34.18,8.56%
Mercedes-Benz Group AG | MBG,2020-07-20,33.63,1.56%
Mercedes-Benz Group AG | MBG,2020-07-06,30.12,0.03%
Mercedes-Benz Group AG | MBG,2020-06-22,28.76,-4.76%
Mercedes-Benz Group AG | MBG,2020-06-08,29.59,-9.55%
Mercedes-Benz Group AG | MBG,2020-05-25,27.42,6.51%
Mercedes-Benz Group AG | MBG,2020-05-11,23.0,-11.53%
Mercedes-Benz Group AG | MBG,2020-04-27,25.9,14.42%
Mercedes-Benz Group AG | MBG,2020-04-13,23.85,-2.68%
Mercedes-Benz Group AG | MBG,2020-03-30,19.43,-9.85%
Mercedes-Benz Group AG | MBG,2020-03-16,17.97,-11.60%
Mercedes-Benz Group AG | MBG,2020-03-02,27.62,-7.14%
Mercedes-Benz Group AG | MBG,2020-02-17,33.75,-1.09%
Mercedes-Benz Group AG | MBG,2020-02-03,33.98,2.58%
Mercedes-Benz Group AG | MBG,2020-01-20,34.82,-5.89%
Mercedes-Benz Group AG | MBG,2020-01-06,39.17,0.73%
Mercedes-Benz Group AG | MBG,2019-12-23,39.49,-0.26%
Mercedes-Benz Group AG | MBG,2019-12-09,40.12,2.38%
Mercedes-Benz Group AG | MBG,2019-11-25,40.57,-1.60%
Bayerische Motoren Werke  | BMW,2023-11-20,95.74,0.57%
Bayerische Motoren Werke  | BMW,2023-11-06,91.18,-1.90%
Bayerische Motoren Werke  | BMW,2023-10-23,88.49,-5.42%
Bayerische Motoren Werke  | BMW,2023-10-09,97.76,2.14%
Bayerische Motoren Werke  | BMW,2023-09-25,96.38,-2.91%
Bayerische Motoren Werke  | BMW,2023-09-11,97.51,1.98%
Bayerische Motoren Werke  | BMW,2023-08-28,94.2,-2.39%
Bayerische Motoren Werke  | BMW,2023-08-14,98.25,-1.74%
Bayerische Motoren Werke  | BMW,2023-07-31,104.08,-6.47%
Bayerische Motoren Werke  | BMW,2023-07-17,107.58,0.77%
Bayerische Motoren Werke  | BMW,2023-07-03,107.14,-4.78%
Bayerische Motoren Werke  | BMW,2023-06-19,108.62,-2.77%
Bayerische Motoren Werke  | BMW,2023-06-05,108.08,1.81%
Bayerische Motoren Werke  | BMW,2023-05-22,104.46,1.04%
Bayerische Motoren Werke  | BMW,2023-05-08,91.61,-7.56%
Bayerische Motoren Werke  | BMW,2023-04-24,93.49,0.83%
Bayerische Motoren Werke  | BMW,2023-04-10,95.55,5.13%
Bayerische Motoren Werke  | BMW,2023-03-27,93.02,3.25%
Bayerische Motoren Werke  | BMW,2023-03-13,87.41,-3.54%
Bayerische Motoren Werke  | BMW,2023-02-27,93.52,4.41%
Bayerische Motoren Werke  | BMW,2023-02-13,91.93,2.03%
Bayerische Motoren Werke  | BMW,2023-01-30,89.93,5.66%
Bayerische Motoren Werke  | BMW,2023-01-16,82.92,-1.93%
Bayerische Motoren Werke  | BMW,2023-01-02,82.51,7.38%
Bayerische Motoren Werke  | BMW,2022-12-19,76.95,1.07%
Bayerische Motoren Werke  | BMW,2022-12-05,77.91,-0.84%
Bayerische Motoren Werke  | BMW,2022-11-21,77.38,-0.23%
Bayerische Motoren Werke  | BMW,2022-11-07,77.63,5.56%
Bayerische Motoren Werke  | BMW,2022-10-24,73.32,2.75%
Bayerische Motoren Werke  | BMW,2022-10-10,69.14,4.63%
Bayerische Motoren Werke  | BMW,2022-09-26,64.5,-1.95%
Bayerische Motoren Werke  | BMW,2022-09-12,68.56,1.20%
Bayerische Motoren Werke  | BMW,2022-08-29,69.22,2.72%
Bayerische Motoren Werke  | BMW,2022-08-15,69.87,-3.49%
Bayerische Motoren Werke  | BMW,2022-08-01,70.6,-3.61%
Bayerische Motoren Werke  | BMW,2022-07-18,71.05,2.64%
Bayerische Motoren Werke  | BMW,2022-07-04,70.08,3.09%
Bayerische Motoren Werke  | BMW,2022-06-20,69.06,-3.43%
Bayerische Motoren Werke  | BMW,2022-06-06,74.22,-2.17%
Bayerische Motoren Werke  | BMW,2022-05-23,73.96,3.62%
Bayerische Motoren Werke  | BMW,2022-05-09,64.91,-2.88%
Bayerische Motoren Werke  | BMW,2022-04-25,67.25,-0.87%
Bayerische Motoren Werke  | BMW,2022-04-11,65.31,-0.99%
Bayerische Motoren Werke  | BMW,2022-03-28,67.67,1.43%
Bayerische Motoren Werke  | BMW,2022-03-14,65.02,4.81%
Bayerische Motoren Werke  | BMW,2022-02-28,62.62,-16.95%
Bayerische Motoren Werke  | BMW,2022-02-14,81.7,0.08%
Bayerische Motoren Werke  | BMW,2022-01-31,76.8,-2.97%
Bayerische Motoren Werke  | BMW,2022-01-17,81.86,-3.79%
Bayerische Motoren Werke  | BMW,2022-01-03,81.89,8.03%
Bayerische Motoren Werke  | BMW,2021-12-20,76.38,2.59%
Bayerische Motoren Werke  | BMW,2021-12-06,76.8,2.47%
Bayerische Motoren Werke  | BMW,2021-11-22,73.25,-8.25%
Bayerische Motoren Werke  | BMW,2021-11-08,79.68,1.27%
Bayerische Motoren Werke  | BMW,2021-10-25,74.73,1.81%
Bayerische Motoren Werke  | BMW,2021-10-11,75.0,3.40%
Bayerische Motoren Werke  | BMW,2021-09-27,71.81,2.75%
Bayerische Motoren Werke  | BMW,2021-09-13,68.84,1.53%
Bayerische Motoren Werke  | BMW,2021-08-30,68.01,1.43%
Bayerische Motoren Werke  | BMW,2021-08-16,65.94,-7.35%
Bayerische Motoren Werke  | BMW,2021-08-02,70.34,-2.10%
Bayerische Motoren Werke  | BMW,2021-07-19,73.28,0.06%
Bayerische Motoren Werke  | BMW,2021-07-05,75.11,-2.68%
Bayerische Motoren Werke  | BMW,2021-06-21,79.15,1.59%
Bayerische Motoren Werke  | BMW,2021-06-07,81.15,0.36%
Bayerische Motoren Werke  | BMW,2021-05-24,74.7,2.24%
Bayerische Motoren Werke  | BMW,2021-05-10,70.07,0.05%
Bayerische Motoren Werke  | BMW,2021-04-26,69.83,-3.37%
Bayerische Motoren Werke  | BMW,2021-04-12,74.0,0.43%
Bayerische Motoren Werke  | BMW,2021-03-29,74.25,5.82%
Bayerische Motoren Werke  | BMW,2021-03-15,69.07,6.47%
Bayerische Motoren Werke  | BMW,2021-03-01,63.36,5.83%
Bayerische Motoren Werke  | BMW,2021-02-15,59.94,1.89%
Bayerische Motoren Werke  | BMW,2021-02-01,58.66,0.06%
Bayerische Motoren Werke  | BMW,2021-01-18,59.66,2.65%
Bayerische Motoren Werke  | BMW,2021-01-04,59.02,-2.41%
Bayerische Motoren Werke  | BMW,2020-12-21,61.44,-1.09%
Bayerische Motoren Werke  | BMW,2020-12-07,59.04,-5.92%
Bayerische Motoren Werke  | BMW,2020-11-23,61.2,-1.43%
Bayerische Motoren Werke  | BMW,2020-11-09,59.23,11.26%
Bayerische Motoren Werke  | BMW,2020-10-26,49.14,-8.21%
Bayerische Motoren Werke  | BMW,2020-10-12,52.85,-2.44%
Bayerische Motoren Werke  | BMW,2020-09-28,52.22,5.59%
Bayerische Motoren Werke  | BMW,2020-09-14,53.37,-0.89%
Bayerische Motoren Werke  | BMW,2020-08-31,51.4,2.97%
Bayerische Motoren Werke  | BMW,2020-08-17,47.57,-2.42%
Bayerische Motoren Werke  | BMW,2020-08-03,45.97,0.37%
Bayerische Motoren Werke  | BMW,2020-07-20,50.42,0.82%
Bayerische Motoren Werke  | BMW,2020-07-06,49.14,2.50%
Bayerische Motoren Werke  | BMW,2020-06-22,46.7,-2.04%
Bayerische Motoren Werke  | BMW,2020-06-08,47.02,-5.63%
Bayerische Motoren Werke  | BMW,2020-05-25,44.04,5.03%
Bayerische Motoren Werke  | BMW,2020-05-11,36.99,-9.28%
Bayerische Motoren Werke  | BMW,2020-04-27,42.86,11.08%
Bayerische Motoren Werke  | BMW,2020-04-13,41.16,2.14%
Bayerische Motoren Werke  | BMW,2020-03-30,35.48,-1.68%
Bayerische Motoren Werke  | BMW,2020-03-16,32.8,-8.92%
Bayerische Motoren Werke  | BMW,2020-03-02,45.37,-2.90%
Bayerische Motoren Werke  | BMW,2020-02-17,51.15,-2.05%
Bayerische Motoren Werke  | BMW,2020-02-03,51.29,0.54%
Bayerische Motoren Werke  | BMW,2020-01-20,55.03,-2.32%
Bayerische Motoren Werke  | BMW,2020-01-06,59.12,1.70%
Bayerische Motoren Werke  | BMW,2019-12-23,58.28,-0.86%
Bayerische Motoren Werke  | BMW,2019-12-09,60.16,2.82%
Bayerische Motoren Werke  | BMW,2019-11-25,58.12,-1.04%
Volkswagen AG | VOW3,2023-11-20,108.84,0.00%
Volkswagen AG | VOW3,2023-11-06,103.66,-1.31%
Volkswagen AG | VOW3,2023-10-23,99.29,-3.73%
Volkswagen AG | VOW3,2023-10-09,107.68,0.84%
Volkswagen AG | VOW3,2023-09-25,108.94,-4.84%
Volkswagen AG | VOW3,2023-09-11,109.8,2.56%
Volkswagen AG | VOW3,2023-08-28,108.32,-3.37%
Volkswagen AG | VOW3,2023-08-14,114.46,-2.17%
Volkswagen AG | VOW3,2023-07-31,118.58,-2.23%
Volkswagen AG | VOW3,2023-07-17,124.92,1.43%
Volkswagen AG | VOW3,2023-07-03,122.36,-0.47%
Volkswagen AG | VOW3,2023-06-19,122.36,-5.16%
Volkswagen AG | VOW3,2023-06-05,126.28,3.90%
Volkswagen AG | VOW3,2023-05-22,119.76,-0.37%
Volkswagen AG | VOW3,2023-05-08,110.99,-6.23%
Volkswagen AG | VOW3,2023-04-24,115.13,1.46%
Volkswagen AG | VOW3,2023-04-10,118.87,3.43%
Volkswagen AG | VOW3,2023-03-27,116.95,5.58%
Volkswagen AG | VOW3,2023-03-13,112.11,-10.85%
Volkswagen AG | VOW3,2023-02-27,132.37,11.27%
Volkswagen AG | VOW3,2023-02-13,122.15,2.04%
Volkswagen AG | VOW3,2023-01-30,122.82,5.55%
Volkswagen AG | VOW3,2023-01-16,115.67,-0.67%
Volkswagen AG | VOW3,2023-01-02,119.3,10.08%
Volkswagen AG | VOW3,2022-12-19,92.63,-15.29%
Volkswagen AG | VOW3,2022-12-05,109.92,-1.28%
Volkswagen AG | VOW3,2022-11-21,109.37,-3.74%
Volkswagen AG | VOW3,2022-11-07,114.27,7.21%
Volkswagen AG | VOW3,2022-10-24,102.71,-1.08%
Volkswagen AG | VOW3,2022-10-10,99.54,-4.61%
Volkswagen AG | VOW3,2022-09-26,101.23,-9.82%
Volkswagen AG | VOW3,2022-09-12,116.5,-1.03%
Volkswagen AG | VOW3,2022-08-29,119.3,5.69%
Volkswagen AG | VOW3,2022-08-15,116.74,-1.73%
Volkswagen AG | VOW3,2022-08-01,114.88,4.47%
Volkswagen AG | VOW3,2022-07-18,107.58,1.57%
Volkswagen AG | VOW3,2022-07-04,107.69,5.48%
Volkswagen AG | VOW3,2022-06-20,111.47,-1.75%
Volkswagen AG | VOW3,2022-06-06,121.96,-2.81%
Volkswagen AG | VOW3,2022-05-23,121.21,3.89%
Volkswagen AG | VOW3,2022-05-09,111.23,-0.50%
Volkswagen AG | VOW3,2022-04-25,113.13,-2.36%
Volkswagen AG | VOW3,2022-04-11,113.16,-2.65%
Volkswagen AG | VOW3,2022-03-28,119.69,4.23%
Volkswagen AG | VOW3,2022-03-14,116.91,7.11%
Volkswagen AG | VOW3,2022-02-28,109.76,-22.03%
Volkswagen AG | VOW3,2022-02-14,136.8,-4.53%
Volkswagen AG | VOW3,2022-01-31,133.79,-4.06%
Volkswagen AG | VOW3,2022-01-17,142.51,-2.84%
Volkswagen AG | VOW3,2022-01-03,142.6,5.78%
Volkswagen AG | VOW3,2021-12-20,134.37,0.50%
Volkswagen AG | VOW3,2021-12-06,136.98,9.09%
Volkswagen AG | VOW3,2021-11-22,124.52,-9.24%
Volkswagen AG | VOW3,2021-11-08,142.8,-2.53%
Volkswagen AG | VOW3,2021-10-25,147.22,-1.16%
Volkswagen AG | VOW3,2021-10-11,150.89,4.56%
Volkswagen AG | VOW3,2021-09-27,147.11,2.27%
Volkswagen AG | VOW3,2021-09-13,144.09,-2.94%
Volkswagen AG | VOW3,2021-08-30,153.36,0.57%
Volkswagen AG | VOW3,2021-08-16,146.49,-7.19%
Volkswagen AG | VOW3,2021-08-02,157.08,0.63%
Volkswagen AG | VOW3,2021-07-19,154.76,0.46%
Volkswagen AG | VOW3,2021-07-05,157.54,0.47%
Volkswagen AG | VOW3,2021-06-21,160.21,-1.12%
Volkswagen AG | VOW3,2021-06-07,173.08,-2.79%
Volkswagen AG | VOW3,2021-05-24,167.78,4.72%
Volkswagen AG | VOW3,2021-05-10,156.43,0.05%
Volkswagen AG | VOW3,2021-04-26,160.77,-5.58%
Volkswagen AG | VOW3,2021-04-12,181.8,3.33%
Volkswagen AG | VOW3,2021-03-29,178.91,5.77%
Volkswagen AG | VOW3,2021-03-15,164.29,16.42%
Volkswagen AG | VOW3,2021-03-01,143.54,11.83%
Volkswagen AG | VOW3,2021-02-15,126.52,5.79%
Volkswagen AG | VOW3,2021-02-01,120.29,3.64%
Volkswagen AG | VOW3,2021-01-18,122.47,8.69%
Volkswagen AG | VOW3,2021-01-04,108.66,-3.91%
Volkswagen AG | VOW3,2020-12-21,113.11,-0.60%
Volkswagen AG | VOW3,2020-12-07,103.94,-3.66%
Volkswagen AG | VOW3,2020-11-23,108.26,-4.09%
Volkswagen AG | VOW3,2020-11-09,111.42,12.78%
Volkswagen AG | VOW3,2020-10-26,92.81,-10.04%
Volkswagen AG | VOW3,2020-10-12,102.59,0.45%
Volkswagen AG | VOW3,2020-09-28,94.46,-0.98%
Volkswagen AG | VOW3,2020-09-14,101.61,-5.25%
Volkswagen AG | VOW3,2020-08-31,102.34,2.49%
Volkswagen AG | VOW3,2020-08-17,97.38,-2.09%
Volkswagen AG | VOW3,2020-08-03,95.08,6.29%
Volkswagen AG | VOW3,2020-07-20,101.64,-1.68%
Volkswagen AG | VOW3,2020-07-06,100.18,3.25%
Volkswagen AG | VOW3,2020-06-22,95.41,2.02%
Volkswagen AG | VOW3,2020-06-08,95.87,-10.08%
Volkswagen AG | VOW3,2020-05-25,94.82,-0.21%
Volkswagen AG | VOW3,2020-05-11,86.76,-5.96%
Volkswagen AG | VOW3,2020-04-27,91.76,9.25%
Volkswagen AG | VOW3,2020-04-13,89.17,1.68%
Volkswagen AG | VOW3,2020-03-30,70.78,-6.18%
Volkswagen AG | VOW3,2020-03-16,67.36,-15.11%
Volkswagen AG | VOW3,2020-03-02,105.34,-0.93%
Volkswagen AG | VOW3,2020-02-17,118.81,-2.60%
Volkswagen AG | VOW3,2020-02-03,119.1,2.49%
Volkswagen AG | VOW3,2020-01-20,127.04,-2.12%
Volkswagen AG | VOW3,2020-01-06,132.77,5.03%
Volkswagen AG | VOW3,2019-12-23,126.43,-0.17%
Volkswagen AG | VOW3,2019-12-09,131.18,3.79%
Volkswagen AG | VOW3,2019-11-25,125.58,-0.90%
Deutsche Post AG | DHL,2023-11-20,40.94,1.04%
Deutsche Post AG | DHL,2023-11-06,38.97,3.26%
Deutsche Post AG | DHL,2023-10-23,36.52,-2.35%
Deutsche Post AG | DHL,2023-10-09,38.93,-0.33%
Deutsche Post AG | DHL,2023-09-25,38.54,-1.71%
Deutsche Post AG | DHL,2023-09-11,41.94,1.78%
Deutsche Post AG | DHL,2023-08-28,42.87,1.61%
Deutsche Post AG | DHL,2023-08-14,42.9,-1.71%
Deutsche Post AG | DHL,2023-07-31,44.17,-5.76%
Deutsche Post AG | DHL,2023-07-17,46.37,1.01%
Deutsche Post AG | DHL,2023-07-03,43.96,-1.72%
Deutsche Post AG | DHL,2023-06-19,43.19,-2.24%
Deutsche Post AG | DHL,2023-06-05,41.8,-2.52%
Deutsche Post AG | DHL,2023-05-22,42.14,-0.21%
Deutsche Post AG | DHL,2023-05-08,41.18,-1.66%
Deutsche Post AG | DHL,2023-04-24,43.52,0.03%
Deutsche Post AG | DHL,2023-04-10,42.85,2.75%
Deutsche Post AG | DHL,2023-03-27,43.09,3.98%
Deutsche Post AG | DHL,2023-03-13,40.53,-0.87%
Deutsche Post AG | DHL,2023-02-27,41.38,3.75%
Deutsche Post AG | DHL,2023-02-13,40.6,-0.85%
Deutsche Post AG | DHL,2023-01-30,42.79,6.98%
Deutsche Post AG | DHL,2023-01-16,39.81,4.12%
Deutsche Post AG | DHL,2023-01-02,36.98,5.12%
Deutsche Post AG | DHL,2022-12-19,35.06,-2.65%
Deutsche Post AG | DHL,2022-12-05,38.26,-1.58%
Deutsche Post AG | DHL,2022-11-21,38.28,-1.05%
Deutsche Post AG | DHL,2022-11-07,39.45,11.06%
Deutsche Post AG | DHL,2022-10-24,35.62,4.31%
Deutsche Post AG | DHL,2022-10-10,33.26,7.79%
Deutsche Post AG | DHL,2022-09-26,31.12,3.13%
Deutsche Post AG | DHL,2022-09-12,33.42,-7.97%
Deutsche Post AG | DHL,2022-08-29,36.6,-0.73%
Deutsche Post AG | DHL,2022-08-15,39.45,-1.40%
Deutsche Post AG | DHL,2022-08-01,41.76,7.34%
Deutsche Post AG | DHL,2022-07-18,37.97,4.56%
Deutsche Post AG | DHL,2022-07-04,36.36,1.41%
Deutsche Post AG | DHL,2022-06-20,35.9,1.93%
Deutsche Post AG | DHL,2022-06-06,34.81,-7.80%
Deutsche Post AG | DHL,2022-05-23,38.1,1.72%
Deutsche Post AG | DHL,2022-05-09,38.96,-0.05%
Deutsche Post AG | DHL,2022-04-25,40.92,-1.96%
Deutsche Post AG | DHL,2022-04-11,41.06,1.33%
Deutsche Post AG | DHL,2022-03-28,42.5,-3.94%
Deutsche Post AG | DHL,2022-03-14,46.35,8.04%
Deutsche Post AG | DHL,2022-02-28,41.15,-9.81%
Deutsche Post AG | DHL,2022-02-14,49.15,-6.79%
Deutsche Post AG | DHL,2022-01-31,52.18,-0.50%
Deutsche Post AG | DHL,2022-01-17,52.47,-3.07%
Deutsche Post AG | DHL,2022-01-03,55.74,-1.41%
Deutsche Post AG | DHL,2021-12-20,55.02,2.46%
Deutsche Post AG | DHL,2021-12-06,53.32,2.58%
Deutsche Post AG | DHL,2021-11-22,53.94,-5.60%
Deutsche Post AG | DHL,2021-11-08,56.09,0.77%
Deutsche Post AG | DHL,2021-10-25,53.52,-0.15%
Deutsche Post AG | DHL,2021-10-11,52.76,-0.30%
Deutsche Post AG | DHL,2021-09-27,54.13,-5.38%
Deutsche Post AG | DHL,2021-09-13,58.95,1.24%
Deutsche Post AG | DHL,2021-08-30,59.19,-0.08%
Deutsche Post AG | DHL,2021-08-16,59.41,2.25%
Deutsche Post AG | DHL,2021-08-02,57.68,1.00%
Deutsche Post AG | DHL,2021-07-19,59.37,2.20%
Deutsche Post AG | DHL,2021-07-05,58.27,0.12%
Deutsche Post AG | DHL,2021-06-21,57.81,2.72%
Deutsche Post AG | DHL,2021-06-07,57.12,0.83%
Deutsche Post AG | DHL,2021-05-24,55.75,6.99%
Deutsche Post AG | DHL,2021-05-10,51.13,0.25%
Deutsche Post AG | DHL,2021-04-26,48.96,0.44%
Deutsche Post AG | DHL,2021-04-12,48.58,1.11%
Deutsche Post AG | DHL,2021-03-29,46.52,2.11%
Deutsche Post AG | DHL,2021-03-15,44.81,-0.55%
Deutsche Post AG | DHL,2021-03-01,40.72,-0.83%
Deutsche Post AG | DHL,2021-02-15,42.41,-1.44%
Deutsche Post AG | DHL,2021-02-01,42.22,3.46%
Deutsche Post AG | DHL,2021-01-18,42.82,0.28%
Deutsche Post AG | DHL,2021-01-04,41.51,2.49%
Deutsche Post AG | DHL,2020-12-21,40.0,-2.84%
Deutsche Post AG | DHL,2020-12-07,39.08,-1.44%
Deutsche Post AG | DHL,2020-11-23,40.58,1.76%
Deutsche Post AG | DHL,2020-11-09,38.87,-6.13%
Deutsche Post AG | DHL,2020-10-26,38.04,-6.33%
Deutsche Post AG | DHL,2020-10-12,41.27,-0.02%
Deutsche Post AG | DHL,2020-09-28,39.23,2.78%
Deutsche Post AG | DHL,2020-09-14,39.39,1.97%
Deutsche Post AG | DHL,2020-08-31,37.68,-1.46%
Deutsche Post AG | DHL,2020-08-17,38.25,1.59%
Deutsche Post AG | DHL,2020-08-03,36.48,6.48%
Deutsche Post AG | DHL,2020-07-20,34.74,-1.19%
Deutsche Post AG | DHL,2020-07-06,34.0,2.69%
Deutsche Post AG | DHL,2020-06-22,31.4,0.96%
Deutsche Post AG | DHL,2020-06-08,30.21,-4.67%
Deutsche Post AG | DHL,2020-05-25,27.98,1.56%
Deutsche Post AG | DHL,2020-05-11,26.9,0.45%
Deutsche Post AG | DHL,2020-04-27,27.15,3.98%
Deutsche Post AG | DHL,2020-04-13,26.19,2.03%
Deutsche Post AG | DHL,2020-03-30,24.33,7.68%
Deutsche Post AG | DHL,2020-03-16,20.71,-4.56%
Deutsche Post AG | DHL,2020-03-02,24.79,-8.61%
Deutsche Post AG | DHL,2020-02-17,31.83,-4.29%
Deutsche Post AG | DHL,2020-02-03,32.69,3.53%
Deutsche Post AG | DHL,2020-01-20,33.21,-2.48%
Deutsche Post AG | DHL,2020-01-06,34.05,0.74%
Deutsche Post AG | DHL,2019-12-23,34.4,-0.23%
Deutsche Post AG | DHL,2019-12-09,34.62,1.58%
Deutsche Post AG | DHL,2019-11-25,33.84,-0.19%
adidas AG  | ADS,2023-11-20,181.7,1.15%
adidas AG  | ADS,2023-11-06,170.9,0.25%
adidas AG  | ADS,2023-10-23,166.3,-2.18%
adidas AG  | ADS,2023-10-09,167.58,5.24%
adidas AG  | ADS,2023-09-25,166.62,1.72%
adidas AG  | ADS,2023-09-11,174.08,-1.08%
adidas AG  | ADS,2023-08-28,184.46,4.55%
adidas AG  | ADS,2023-08-14,183.6,3.18%
adidas AG  | ADS,2023-07-31,181.26,-2.10%
adidas AG  | ADS,2023-07-17,172.7,-0.32%
adidas AG  | ADS,2023-07-03,166.62,-6.28%
adidas AG  | ADS,2023-06-19,176.88,1.18%
adidas AG  | ADS,2023-06-05,160.0,0.30%
adidas AG  | ADS,2023-05-22,155.44,-2.25%
adidas AG  | ADS,2023-05-08,164.15,-3.23%
adidas AG  | ADS,2023-04-24,158.77,-2.48%
adidas AG  | ADS,2023-04-10,164.91,1.10%
adidas AG  | ADS,2023-03-27,162.1,15.35%
adidas AG  | ADS,2023-03-13,140.45,-5.73%
adidas AG  | ADS,2023-02-27,145.39,7.04%
adidas AG  | ADS,2023-02-13,142.92,3.06%
adidas AG  | ADS,2023-01-30,160.39,10.86%
adidas AG  | ADS,2023-01-16,145.83,-0.05%
adidas AG  | ADS,2023-01-02,140.09,10.37%
adidas AG  | ADS,2022-12-19,125.33,3.93%
adidas AG  | ADS,2022-12-05,118.4,-4.31%
adidas AG  | ADS,2022-11-21,123.46,-4.04%
adidas AG  | ADS,2022-11-07,135.07,18.94%
adidas AG  | ADS,2022-10-24,98.93,-4.34%
adidas AG  | ADS,2022-10-10,113.64,-1.25%
adidas AG  | ADS,2022-09-26,118.38,-9.22%
